"yyyymm"	"Cnsmr"	"Manuf"	"HiTec"	"Hlth"	"Other"	"b.m"	"ntis"	"infl"
198210	14.22	8.59	14.06	8.34	15.69	0.983745412	0.0065578321	0.0030643514
198211	7.95	1.03	9.22	5.24	7.61	0.9387268109	0.0009581552	-0.0020366599
198212	0.4	3.04	1.51	0.54	-1.31	0.9322147266	0.0029900535	-0.0040816327
198301	1.49	4.3	9.55	1.48	2.85	0.9069443153	0.0021947601	0.0020491803
198302	5.16	2.05	2.42	2.78	4.61	0.8768492387	0.0003558813	0.0010224949
198303	5.44	3.01	0.69	4.61	4.96	0.7800677858	0.0059935424	0
198304	8.39	7.07	6.81	5.1	8.23	0.7188876203	0.0066268443	0.0071501532
198305	-0.76	1.96	1.59	-2.7	2.46	0.7345955766	0.0104289126	0.0060851927
198306	6.08	2.88	4.49	6.87	1.59	0.721382042	0.015826551	0.0030241935
198307	-3.14	-1.74	-5.29	-5.6	-3.67	0.7350611231	0.0253802086	0.0040201005
198308	-2.23	3.07	-0.21	-1.08	-0.68	0.7248223918	0.0194746307	0.003003003
198309	3.72	0.3	2.17	1.29	1.63	0.714847583	0.023142101	0.00499002
198310	-0.56	-1.13	-6.43	-2.15	-4.03	0.7194743715	0.0247073949	0.002979146
198311	3.54	2.35	2.51	-3.03	4.68	0.6908198931	0.0266006322	0.001980198
198312	-1.6	-0.61	-0.14	-3.58	-0.86	0.7003591178	0.0270204799	0.0009881423
198401	-3.84	1.93	-3.39	-0.61	-1.67	0.7221976437	0.0306992598	0.005923001
198402	-5.4	-2.34	-5.28	-1.99	-4.89	0.763448031	0.0266630916	0.0049067713
198403	1.13	1.41	0.05	-0.69	2.45	0.7624754269	0.0240667404	0.001953125
198404	0.62	1.41	0.3	2.29	-2.09	0.7586589793	0.0226438618	0.0048732943
198405	-4.22	-4.55	-4.94	-6.48	-6.86	0.803910033	0.0214737726	0.0029097963
198406	5.49	0.73	4.8	3.83	2.24	0.7843518191	0.0012640164	0.002901354
198407	0.1	-3.12	-0.48	-3.84	-1.8	0.7963919375	-0.0019029452	0.0038572806
198408	9.51	11.66	11.4	10.26	11.16	0.7254283801	-0.0031377994	0.0038424592
198409	0.43	0.49	-1.09	-4.41	2.26	0.7360509153	-0.0094925469	0.004784689
198410	0.87	-0.52	-1.63	1.6	0.73	0.7356424655	-0.0135284804	0.0028571429
198411	-1.72	-0.3	-2.25	-0.03	-0.31	0.7470519959	-0.0218772065	0
198412	2.45	1.43	3.52	2.79	3.71	0.7330983765	-0.0271967866	0
198501	9.21	6.46	9.76	8.28	9.79	0.6902554458	-0.0299050052	0.0018993352
198502	2.05	2.14	0.41	3.59	2.16	0.6917391609	-0.0245189175	0.0047393365
198503	0.05	0.57	-2.05	3.01	-0.15	0.7236457791	-0.0248157693	0.0037735849
198504	-1.69	0.92	-2.44	-1.73	1.47	0.7286615901	-0.022411793	0.0046992481
198505	8	4.18	5.11	9.59	6.36	0.6968929839	-0.0254809306	0.0037418148
198506	1.99	1.35	1.54	2.29	2.95	0.6864301439	-0.0266075139	0.0027958993
198507	-1.82	0.35	1.72	-0.4	-0.15	0.6803220899	-0.024638663	0.0018587361
198508	-0.63	0.3	-1.65	-0.8	-0.46	0.687176258	-0.0242274732	0.0018552876
198509	-2.65	-3.51	-4.59	-3.89	-4.92	0.6899588298	-0.0312943542	0.0027777778
198510	4.03	4.84	3.35	3.19	6.37	0.6670256347	-0.0270693422	0.0036934441
198511	8.64	4.8	8.29	9.78	7.41	0.622703158	-0.027715873	0.0027598896
198512	5.56	2.46	7.69	3.48	4.5	0.5926926882	-0.0194650815	0.0027522936
198601	1.8	-0.13	-1.26	1.14	3.54	0.5835173999	-0.0191717774	0.0027447392
198602	9.7	6.95	5.62	6.08	8.34	0.5363767217	-0.0179142569	-0.0027372263
198603	8.22	4.11	0.96	12.05	5.76	0.5196276277	-0.0164196221	-0.0045745654
198604	-0.71	-1.72	3.51	0.72	-2.65	0.5297144587	-0.0245847833	-0.0018382353
198605	7.79	4.91	2.01	7.24	4.67	0.5035407708	-0.0218719553	0.0027624309
198606	3.54	0.67	-1.34	5.67	1.53	0.4992814574	-0.0122932373	0.0055096419
198607	-7.97	-3.63	-6.76	-5.36	-6.43	0.5323014009	-0.0112860333	0
198608	3.44	8.91	6.94	4.01	6.92	0.497803344	-0.0096769523	0.001826484
198609	-9.28	-6.09	-7.77	-12.57	-8.81	0.5346292671	-0.0051386604	0.0045578851
198610	7.75	5.06	1.87	7.93	4.26	0.5032458023	-0.0080245039	0.000907441
198611	2.15	2.27	3.66	1.35	-0.61	0.4936710845	-0.0021244383	0.0009066183
198612	-4.05	-1.94	-3.69	-1.25	-2.54	0.4984308658	-0.0113759993	0.0009057971
198701	14.59	12.91	12.91	13.16	11.17	0.4378973513	-0.0058406587	0.0063348416
198702	6.49	1.42	6.63	11.28	4.69	0.4249119825	-0.0045059361	0.0035971223
198703	2.25	4.2	2.33	0.15	-0.29	0.4280402137	-0.0022174302	0.0044802867
198704	-1.28	-1.66	2.51	-2.46	-4.1	0.4314718592	0.0044930045	0.005352364
198705	0.51	0.64	1.09	1.23	-0.02	0.4304908862	0.0069409582	0.0035492458
198706	5.64	4.87	1.87	4.76	4.62	0.4078923974	0.0052024616	0.0035366932
198707	6.08	4.19	2.61	5.75	3.61	0.3835432162	0.0018821969	0.0026431718
198708	4.09	2.67	6.65	2.2	4.33	0.37045382	0.0019974361	0.0052724077
198709	-4.32	-1.3	-0.88	-2.55	-1.79	0.3799667216	0.0063503319	0.0052447552
198710	-25.02	-20.81	-21.43	-20.46	-23.6	0.4948508425	0.0104777401	0.0026086957
198711	-8.29	-5.91	-9.48	-9.31	-6.6	0.538027324	0.0098984399	0.0008673027
198712	8.13	7.19	9.04	5.34	5.43	0.5088120155	0.013274756	0
198801	4.23	4.65	1.89	6.37	6.4	0.5037738354	0.0084227445	0.0025996534
198802	7.54	4.27	5.12	4.2	4.31	0.4761973721	0.0087922636	0.0025929127
198803	-2.02	-0.73	-4.35	-2.55	-1.33	0.5075299538	0.0060800302	0.0043103448
198804	1.28	1.95	1.88	-1.99	-0.38	0.4964744899	0.0050636719	0.0051502146
198805	-0.28	0.51	-0.04	-0.26	0.96	0.4967702548	0.0013473054	0.0034158839
198806	5.75	3.94	7.01	2.68	6.03	0.4711188723	-0.0053979214	0.0042553191
198807	0.26	-0.53	-2.95	0.49	-0.52	0.4739915349	-0.0028231284	0.0042372881
198808	-2.3	-2.77	-5.97	-1.08	-0.91	0.4966406615	-0.0062397522	0.0042194093
198809	6.56	1.84	4.86	3.86	4.14	0.4775404537	-0.0100015137	0.0067226891
198810	4.99	1.38	1.28	1.22	0.01	0.4695971889	-0.0104624725	0.0033388982
198811	-1.68	-1.32	-1.53	-2.16	-2.13	0.4771791101	-0.0077649556	0.0008319468
198812	2.21	2.32	3.34	1.83	0.91	0.465283574	-0.0214057475	0.0016625104
198901	6.25	6.15	7.96	6.8	6.88	0.4307694935	-0.0223605106	0.0049792531
198902	-1.83	-1.84	-2.57	-1.15	-0.38	0.4467784572	-0.024823372	0.0041288192
198903	3.3	1.7	-0.24	4.96	3.41	0.4686914136	-0.0231021339	0.0057565789
198904	4.74	4.35	7.42	5.41	4.64	0.4444352572	-0.0228019666	0.0065412919
198905	4.8	3.81	4.16	3.43	4.2	0.4334415257	-0.0280362535	0.0056864338
198906	0.15	-0.95	-1.58	-2.74	0.93	0.440562937	-0.0239366405	0.0024232633
198907	9.74	6.29	6	13.89	8.14	0.404035089	-0.0285255915	0.0024174053
198908	0.96	3	1.69	0.37	3.41	0.3927270602	-0.0248117061	0.001607717
198909	-1.87	-0.95	0.9	2.38	1.42	0.3992097504	-0.0257365885	0.0032102729
198910	-3.63	-2.03	-3.07	0.39	-4.85	0.4064149288	-0.0243398197	0.0048
198911	1.1	3.31	0.38	4.53	-0.02	0.3972257018	-0.0270221107	0.002388535
198912	0.87	4.11	2.9	1.05	-1.5	0.3904547436	-0.0123231067	0.0015885624
199001	-7.42	-5.53	-8.57	-7.37	-8.83	0.4149713959	-0.0137919369	0.0103092784
199002	1.32	2.14	1.58	-2.06	2.54	0.4091730897	-0.0116257085	0.0047095761
199003	4.57	1.72	4.31	3.86	-0.31	0.4713339564	-0.0102754607	0.00546875
199004	-1.48	-3.56	-2.81	0.29	-3.47	0.480284256	-0.0101328264	0.0015540016
199005	9.88	6.97	10.8	12.76	9.05	0.4435699735	-0.0019611745	0.0023273856
199006	1.26	-0.69	-3.11	4.44	-1.56	0.4429494323	-0.0004741595	0.0054179567
199007	-2.44	2.43	-5.94	2.59	-3.46	0.4392124466	0.004918902	0.0038491147
199008	-10.16	-7.95	-11.34	-6.82	-11.41	0.4880735629	0.0014768042	0.009202454
199009	-6.58	-4.32	-2.41	-4.35	-9.98	0.520289666	0.0013916129	0.0083586626
199010	-0.3	-0.5	-0.01	1.43	-6.36	0.5224519209	-0.0004517504	0.006028636
199011	7.65	4.49	6.59	9.45	10.64	0.4985056551	0.0009277803	0.002247191
199012	3.48	1.93	2.84	2.75	5.45	0.4844968599	-0.0018284693	0
199101	6.97	2.33	6.92	4.53	7.48	0.4663077997	0.0006487724	0.0059790732
199102	9.43	6.34	4.89	9.85	9.7	0.4427204408	0.0011789768	0.0014858841
199103	5.82	1.41	1.54	5.43	3.06	0.4571255997	0.003262045	0.0014836795
199104	0.01	0.86	-0.89	-1.12	1.3	0.4612395987	0.0057407705	0.0014814815
199105	6.28	3.44	1.03	4.61	4.99	0.4399669694	0.0067987809	0.0029585799
199106	-4.59	-3.69	-5.38	-4.16	-5.21	0.458243743	0.0140821721	0.0029498525
199107	4.89	3.82	3.91	8.44	4.69	0.4403567816	0.0146768432	0.0014705882
199108	3.92	2.25	1.84	2.86	3.1	0.4376396373	0.0171761329	0.0029368576
199109	-3.19	-0.55	-0.38	-0.4	-0.56	0.441531837	0.0229915359	0.0043923865
199110	-1.28	1.59	2.05	6.64	2.33	0.4340034538	0.0252184874	0.0014577259
199111	-1.52	-4.35	-4.65	-2.55	-5.37	0.4601544903	0.0303835153	0.0029112082
199112	13.35	7.55	9.47	16.47	12.6	0.4203444173	0.0315377294	0.0007256894
199201	-0.54	-0.91	2.03	-5.55	2.11	0.4132296785	0.0316649252	0.0014503263
199202	2.77	0.71	1.46	-2.59	3.15	0.4076305252	0.0332842419	0.0036205648
199203	-1.22	-1.43	-3.23	-5.46	-2.15	0.4021060342	0.0416282636	0.0050505051
199204	-0.16	4.37	2.69	-2.15	0.52	0.3873034718	0.0383939214	0.0014357502
199205	0.53	1	-0.82	1.08	1.53	0.3829985163	0.0370813555	0.0014336918
199206	-1.94	-2.48	-1.54	-4.68	-0.01	0.3920423538	0.0429366245	0.0035790981
199207	3.84	4.41	4.16	5.72	3.2	0.3833486997	0.0413610108	0.0021398003
199208	-0.87	-1.41	-2.8	-3.31	-3.41	0.3994050369	0.0428274632	0.0028469751
199209	2.17	1.18	2.57	-4.9	3.46	0.3976569721	0.0411349836	0.0028388928
199210	1.31	-0.48	0.78	3.32	2.96	0.4032511778	0.04097304	0.0035385704
199211	5.62	1.45	5.33	4.87	6.02	0.3936264585	0.0378707236	0.0014104372
199212	0.65	1.86	2.74	-1.4	3.83	0.3941096142	0.03871373	-0.0007042254
199301	0.66	1.16	2.99	-6.77	3.28	0.3930481045	0.0416392231	0.0049330514
199302	-1.63	3.71	2.65	-8.94	0.42	0.3859601969	0.0406155681	0.0035063114
199303	1.8	2.55	2.74	0.81	3.9	0.3336135264	0.0369950189	0.0034940601
199304	-7.37	0.19	-3.27	1.31	-3.22	0.334349806	0.039700073	0.0027855153
199305	3.79	1.64	6.46	3.61	1.71	0.3248824215	0.040144274	0.0013888889
199306	-1.13	0.39	2.1	-2.93	2.21	0.3259312476	0.0410478926	0.0013869626
199307	-0.52	0.58	-0.87	-5.99	2.06	0.3237770308	0.0409002052	0
199308	3.59	3.67	5.92	3.06	3.46	0.3138649833	0.0401659711	0.0027700831
199309	-0.8	-0.85	0.4	0.92	1.69	0.3223518215	0.0417473699	0.0020718232
199310	5.67	0.69	2.1	6	-2.28	0.3113628329	0.0403809173	0.0041350793
199311	0.7	-2.09	-3.08	1.11	-2.8	0.3110794108	0.0438535951	0.0006863418
199312	0.42	2.52	1.29	2.49	2.61	0.3052672229	0.0457468047	0
199401	1.15	3.42	3.41	1.92	4.42	0.2880585672	0.0436888228	0.0027434842
199402	-0.45	-2.1	-1.78	-5.55	-3.9	0.2990588209	0.0450599942	0.0034199726
199403	-4.66	-4.13	-3.82	-6.72	-4.3	0.3074838051	0.0419154208	0.0034083163
199404	0.56	1.41	-0.21	2.4	1.25	0.3036647862	0.0398625296	0.0013586957
199405	-1.79	0.2	1.89	4.37	3	0.2974694757	0.0396573234	0.0006784261
199406	-2.4	-2.71	-2.46	-3.69	-2.64	0.3084170767	0.0340103517	0.0033898305
199407	2.15	4.39	3.55	1.04	2.65	0.2969853808	0.0312202246	0.0027027027
199408	4.45	2.86	5.35	10.71	3.47	0.2856838193	0.0287150331	0.0040431267
199409	-1.88	-1.96	-0.77	1.73	-4.23	0.2909046586	0.0290133768	0.0026845638
199410	1.24	2.26	3.89	0.88	0.15	0.2860712737	0.0260096682	0.000669344
199411	-2.87	-4.23	-3.59	0.43	-5.18	0.2989926143	0.0229246163	0.0013377926
199412	-0.08	2.17	1.81	0.52	1.47	0.2915683	0.016595794	0
199501	0.62	1.06	1.31	6.15	4.72	0.2908537344	0.0150940789	0.004008016
199502	3.15	4.32	4.47	2.24	4.86	0.2787300356	0.0145332524	0.003992016
199503	2.87	2.86	2.72	2.69	1.98	0.3138765419	0.0143978171	0.0033134526
199504	0.34	2.72	5.52	3.07	1.61	0.3019947008	0.0130130966	0.0033025099
199505	3.92	3.91	2.11	1.63	4.47	0.2922642542	0.0107377325	0.0019749835
199506	2.86	0.43	7.48	4.46	2.15	0.2864296179	0.0082679174	0.0019710907
199507	2.42	2.52	6.87	5.31	4.87	0.2771603672	0.0070594239	0
199508	-0.74	-0.28	1.54	1.04	3.72	0.2830461347	0.0091202057	0.0026229508
199509	3.85	2.78	2.92	7.46	4.57	0.2724949976	0.0063774144	0.0019620667
199510	-2.84	-1.38	0.85	1.15	-2.05	0.2744202453	0.0122208099	0.0032637076
199511	5.31	5.16	0.64	4.95	6.17	0.2571688515	0.0168725256	-0.0006506181
199512	0.95	3.12	-1.06	5.93	1.13	0.2550263829	0.0155268465	-0.0006510417
199601	1.63	2.26	2.11	5.95	3.52	0.2418771721	0.0161312454	0.0058631922
199602	3.39	0.26	2.95	-1.07	2.23	0.2378947371	0.0168058204	0.003238342
199603	2.57	3.07	-2.84	0.24	1.7	0.2392996154	0.0168959567	0.0051646223
199604	2.31	1.28	7.22	-0.6	0.19	0.2400758062	0.0211307237	0.0038535645
199605	4.95	1.75	2.46	3.93	1.58	0.2369235155	0.0263978812	0.0019193858
199606	-0.07	0.82	-3.01	-0.19	-0.25	0.2364437252	0.0271956085	0.0006385696
199607	-5.46	-4.47	-7.88	-6.06	-4.32	0.2418198938	0.0311141679	0.0019144863
199608	2.46	3.12	2.54	4.19	3.91	0.2380611179	0.0308658156	0.001910828
199609	3.39	4.71	7.52	7.34	5.07	0.2272973181	0.0295555316	0.0031786395
199610	-0.1	2.9	-1.08	-0.68	3.96	0.2217476558	0.0256276826	0.0031685678
199611	4.5	5.38	10	6.66	7.53	0.2050079191	0.0220406929	0.0018951358
199612	-1.66	-0.04	-0.96	-2.66	-1.8	0.2073427297	0.0241008722	0
199701	3.12	3.72	7.18	9.55	6.04	0.1962401029	0.0243801339	0.0031525851
199702	3.09	-0.95	-4.55	0.94	2.6	0.1943954108	0.0228851457	0.0031426776
199703	-3.52	-1.56	-6.2	-7.4	-5.89	0.2147802023	0.0211198386	0.0025062657
199704	3.6	3	6.44	6.16	5.23	0.2017410478	0.0169161089	0.00125
199705	6.07	7.1	9.11	6.91	6.25	0.1928785879	0.0132653849	-0.0006242197
199706	4.14	3.98	2.04	8.89	5.37	0.184287615	0.0108474777	0.0012492192
199707	5.65	6.61	12.08	2.06	9.23	0.171964943	0.0116078543	0.0012476606
199708	-3.74	-3.6	-1.56	-6.14	-4.79	0.1855054038	0.0128921891	0.0018691589
199709	5.37	4.23	5.08	6.61	7.91	0.177967857	0.0146506387	0.0024875622
199710	-2.78	-3.99	-5.27	0.26	-2.63	0.1900006773	0.0162805348	0.0024813896
199711	4.86	2.64	4.03	2.86	3.02	0.1807462988	0.0156862396	-0.0006188119
199712	2.17	0.66	-1.47	3.55	5.34	0.1788008842	0.0155787276	-0.0012383901
199801	-0.9	-1.59	5.12	5.73	-2.12	0.1788402734	0.0137581612	0.0018598884
199802	8.26	6.38	7.87	5.45	8.19	0.1654630971	0.0120735181	0.0018564356
199803	6.14	5.14	3.96	3.61	5.79	0.181140396	0.0165051128	0.0018529957
199804	-1.38	1.27	2.42	1.92	1.82	0.1758729222	0.0164262189	0.0018495684
199805	2.42	-2.65	-5.3	-2.47	-3.01	0.1791022057	0.0190980686	0.0018461538
199806	3.92	-0.27	6.99	6.18	3.13	0.178060606	0.0240305882	0.0012285012
199807	-3.25	-5.94	1.52	-0.22	-1.71	0.1794381089	0.0253622873	0.0012269939
199808	-14.44	-10.86	-15.72	-12.26	-21.36	0.2114320916	0.0285296741	0.0012254902
199809	1.42	4.69	13.51	12	2.68	0.2032484042	0.0240925221	0.0012239902
199810	10.82	6.4	6.5	3.85	8.98	0.1855190768	0.0207492147	0.0024449878
199811	7.59	2.48	9.14	6.18	6.2	0.1748468445	0.0220123421	0
199812	4.83	1.62	14.97	5.02	3.6	0.1736113154	0.0200632552	-0.0006097561
199901	0.4	-1.85	13.22	0.24	1.11	0.1703206191	0.0155939946	0.0024405125
199902	-2.75	-2.49	-9.03	0.23	-0.01	0.1712768096	0.0184543721	0.0012172855
199903	0.5	5.78	5.78	2.55	2.41	0.1728971707	0.0206772204	0.0030395137
199904	2.94	10.37	4.04	-5.54	6.77	0.1568258764	0.0251891382	0.0072727273
199905	-1.6	-1.72	-0.18	-2.05	-3.52	0.1602311354	0.025905064	0
199906	4.01	1.82	10.04	4.49	3.24	0.1542274468	0.0188750654	0
199907	-4.16	-0.43	-1.75	-4.44	-6.06	0.1587964727	0.0194361999	0.0030084236
199908	-4.68	0.28	1.71	3.72	-5.12	0.1562430269	0.0189540177	0.0023995201
199909	-2.83	-3.28	1	-7.09	-4.39	0.1636844982	0.0204568067	0.0047875524
199910	4.62	2.72	4.85	10.78	11.42	0.1576906607	0.0205190335	0.0017867778
199911	1.46	-0.91	10.59	1.5	-2.25	0.1555459671	0.0183527546	0.0005945303
199912	2.78	6.31	16.58	-5.64	1.43	0.1471672594	0.0179602357	0
200001	-7.88	-4.61	-4.56	7.56	-4.64	0.15465416	0.0254341626	0.0029708853
200002	-5.17	-4.89	13.27	-2.88	-6.98	0.1670564326	0.0274972755	0.0059241706
200003	10.99	8.8	4.64	0.28	14.12	0.1499735618	0.0183618948	0.0082449941
200004	-1.93	1.21	-10.14	5.25	-3.41	0.1526004182	0.0120233177	0.0005841121
200005	-0.53	1.4	-10.76	3.94	3.46	0.1556687311	0.0092578277	0.0011675423
200006	-1.33	-2.48	11.33	11.52	-2.81	0.1567779616	0.0072026759	0.0052478134
200007	-0.05	-0.38	-5.6	-6.16	5.55	0.155674151	0.004733518	0.0023201856
200008	-1.55	8.27	10.08	3.58	9.08	0.146053064	0.0046892158	0
200009	2.27	-0.6	-13.18	3.72	0.36	0.1537894629	0.0044836473	0.0052083333
200010	2.02	1.17	-6.02	2.6	-1.07	0.1493007889	0.0037577274	0.0017271157
200011	-0.78	-2.27	-21.84	0.79	-5.95	0.1572808929	0.0011692937	0.0005747126
200012	5.17	7.21	-7.2	3.53	7.18	0.1518515036	-0.0022506275	-0.0005743825
200101	3.98	-2.87	16.06	-8.94	0.05	0.1504496662	-0.003181855	0.0063218391
200102	-3.03	-1.4	-22.62	-0.5	-4.38	0.1560700913	-0.0068447052	0.0039977156
200103	-3.54	-3.82	-11.68	-8.44	-4.11	0.1331135514	-0.0052002182	0.0022753129
200104	4.19	8.47	13.98	3.99	5.78	0.1224969006	-0.002542961	0.0039727582
200105	1.83	1.56	-2.86	3.03	3.75	0.120510188	-0.0002489117	0.004522329
200106	-1.63	-5.74	0.43	-2.85	0.03	0.1252094328	0.0050470935	0.0016882386
200107	2.72	-1.22	-5.79	2.3	-2.27	0.1249665833	0.0079149459	-0.0028089888
200108	-4.01	-1.95	-11.72	-3.11	-5.33	0.1321641438	0.0099196201	0
200109	-7.54	-9.49	-14.33	-0.59	-8.3	0.1486285882	0.0086679553	0.0045070423
200110	1.36	3.61	7.69	1.18	-0.58	0.1449013996	0.0107491048	-0.003365115
200111	7.35	2.81	13.29	5.04	7.92	0.1334813667	0.0111616549	-0.0016882386
200112	3.16	3.81	0.25	-2.88	3.3	0.1312178459	0.0134669755	-0.003945885
200201	2.47	-0.7	-2.26	-2.36	-2.92	0.1325605487	0.0111937534	0.0022637238
200202	1.77	3.69	-10.56	-0.51	-0.52	0.1301190857	0.0125018451	0.0039525692
200203	3.05	6.63	4.8	0.46	5.43	0.2368334023	0.0137617687	0.005624297
200204	0.4	-2.1	-12	-7.59	-3.74	0.2477323126	0.0151107011	0.0055928412
200205	-0.13	-1.53	-2.06	-2.23	-0.39	0.2482556141	0.0222857205	0
200206	-5.6	-2.8	-12.79	-9.6	-5.38	0.2665725018	0.027526749	0.0005561735
200207	-9.57	-10.14	-10.2	-2.55	-6.41	0.2820321945	0.0284506035	0.0011117287
200208	2.03	0	-0.55	0.66	1.14	0.284411556	0.0247145618	0.0033314825
200209	-8.82	-8.67	-14.69	-5.86	-10.7	0.3245551555	0.0292450837	0.0016602103
200210	4.86	2.96	19.98	5.69	6.38	0.2934370638	0.025638996	0.0016574586
200211	1.27	4.64	14.88	3.7	4.61	0.2769754993	0.0228760544	0
200212	-4.14	-1.33	-11.92	-4.06	-4.98	0.2953858956	0.0256984384	-0.0022062879
200301	-4.67	-3.46	-2.06	-0.6	-2.32	0.3059423072	0.0282539678	0.0044223328
200302	-2.27	-1.27	-0.92	-1.94	-2.62	0.3122513206	0.0278719086	0.0077050083
200303	1.08	1.75	-0.87	3.79	0.75	0.2861177008	0.0240580381	0.0060076461
200304	7.61	4.52	9.78	4.32	11.78	0.2696540306	0.0199302422	-0.0021715527
200305	5.64	6.72	8.79	3.91	5.3	0.2583755061	0.0064059699	-0.0016322089
200306	2.65	0.06	0.71	4.11	0.94	0.2544883373	0.0012176326	0.0010899183
200307	1.28	0.99	3.59	0.62	3.53	0.2476433348	0.0002291845	0.0010887316
200308	4.49	4.39	4.78	-2.53	0.61	0.2428560733	0.0029133592	0.0038064165
200309	-2.41	-2.13	-2.12	0.24	0.35	0.2465417826	0.0073209903	0.0032502709
200310	7.57	5.59	7.84	0.72	6.42	0.2333089667	0.0072101681	-0.0010799136
200311	1.95	1.5	1.27	1.63	1.11	0.2337541521	0.0100005397	-0.0027027027
200312	0.95	8.41	3.39	5.68	4.48	0.2187398648	0.0069456916	-0.0010840108
200401	0.2	0.08	3.72	3.04	2.72	0.218027721	0.0068420471	0.0048833424
200402	4.91	2.75	-2.4	0.91	2.02	0.2160532204	0.0093278078	0.005399568
200403	-0.04	0.02	-2.51	-3.91	-0.61	0.2817314655	0.012245885	0.0064446831
200404	-0.7	0.04	-3.8	3.57	-3.84	0.2853718668	0.0137299613	0.0032017076
200405	-0.84	1.2	2.82	-0.38	2.08	0.2864115739	0.0151458788	0.0058510638
200406	1.13	4.88	2.12	-0.38	1.51	0.279631603	0.0144974259	0.0031729244
200407	-4.75	-1.11	-6.73	-5.87	-2.4	0.2877883095	0.0147257304	-0.0015814444
200408	-0.49	0.89	-2.96	1.66	1.93	0.2868206158	0.0142838725	0.0005279831
200409	0.89	3.9	2.77	-1.41	1.24	0.2894853015	0.0091354844	0.0021108179
200410	2.51	0.16	4.6	-2.41	1.22	0.2910095966	0.0074307183	0.0052659294
200411	4.24	6.6	5.23	0.66	4.96	0.2798316459	0.0121807714	0.0005238345
200412	4.06	1.1	3.47	5.66	4.42	0.2706192427	0.0130002322	-0.0036649215
200501	-1.17	0.26	-5.58	-4.05	-2.44	0.2781798561	0.0135896266	0.0021019443
200502	0.67	8.5	-0.18	2.48	0.22	0.2710410236	0.0117939032	0.0057682223
200503	-0.93	-1.76	-1.85	-0.41	-2.4	0.3198568893	0.0091349962	0.0078206465
200504	-4.09	-4	-3.9	3.95	-1.64	0.3296244007	0.0079743701	0.0067252975
200505	4.91	2.45	6.15	1.45	3.38	0.3209655046	0.0058796602	-0.0010277492
200506	0.84	2.29	-1.18	-0.57	1.4	0.3269790569	0.0053629347	0.0005144033
200507	4.5	5.42	5.26	3.73	2.44	0.3157342746	0.0044903061	0.0046272494
200508	-3.25	1.49	-0.7	-0.33	-1.7	0.3205331247	0.0054170168	0.0051177073
200509	-1.21	3.64	0.22	-1.95	1.22	0.3178915098	0.0067361207	0.0122199593
200510	-0.13	-6.07	-1.96	-3.25	1.25	0.3218081871	0.0057613025	0.0020120724
200511	2.73	2.92	5.66	1.57	4.94	0.3109143456	0.0057814093	-0.0080321285
200512	-0.44	1.15	-1.77	2.4	0.18	0.3134779566	0.0030790439	-0.004048583
200601	1.59	7.41	3.73	2.16	1.54	0.3092262579	-0.0004124947	0.0076219512
200602	1.21	-2.48	-0.32	1.07	1.09	0.3056103611	0.0020687703	0.0020171457
200603	1.99	2.28	2.74	-0.96	1.86	0.3160094407	0.0021774747	0.0055359839
200604	-0.51	3.89	-0.53	-1.94	2.24	0.3088419778	-0.0034487359	0.0085085085
200605	-0.54	-2.58	-5.42	-2.18	-3.23	0.3143403075	-0.0026302873	0.0049627792
200606	0.25	1.05	-0.31	-0.14	-0.32	0.3148502899	-0.0021637049	0.0019753086
200607	-1.3	0.64	-2.4	4.27	-1.11	0.3138521753	-0.0023461659	0.0029571217
200608	2.46	0.07	5.91	2.29	1.63	0.3084617987	-0.0084559353	0.001965602
200609	3.25	-0.71	3.61	1.67	3.36	0.3005932835	-0.0094131847	-0.0049043649
200610	3.5	4.76	4.57	1.65	2.89	0.2905991608	-0.0089170595	-0.0054213898
200611	-0.02	5.2	2.43	0.05	1.74	0.2872418677	-0.0150939479	-0.0014866204
200612	1.48	-0.38	0.34	0.08	3.22	0.2816823997	-0.0149557599	0.0014888337
200701	2.63	1.16	2.35	3.5	1.09	0.2781442105	-0.0140001719	0.0030525273
200702	-1.06	0.38	-2.49	-2.8	-2.31	0.2861484942	-0.015144009	0.0053503676
200703	1.26	3.55	1.25	-0.22	-0.27	0.2690500135	-0.0124906939	0.0091056959
200704	3.12	4.65	4.22	6.84	3.39	0.2544561689	-0.0089133421	0.0064961627
200705	2.7	5.02	4.56	1.11	3.35	0.2439114941	-0.0102838894	0.0061107187
200706	-1.21	-0.72	0.04	-3.4	-2.68	0.24789561	-0.0110259577	0.0019379752
200707	-4.97	-1.06	-1.78	-4.04	-5.46	0.2515849644	-0.015258346	-0.0002543772
200708	1.32	0.77	1.74	2.3	0.89	0.2488398512	-0.012201187	-0.0018339022
200709	1.25	5.97	3.6	3.58	2.68	0.2392074367	-0.0130641053	0.0027559074
200710	1.53	2.5	4.43	1.44	-0.12	0.2386170601	-0.0179606873	0.0021391913
200711	-2.16	-2.83	-7.25	0.02	-6.31	0.2485796916	-0.0252137401	0.0059396179
200712	-1.98	3.36	1.03	-4.07	-3.61	0.2505829731	-0.0416596719	-0.0006708631
200801	-2.75	-8.08	-11.2	-4.55	-1.97	0.2627544223	-0.0441808882	0.0049705765
200802	-2.98	2.57	-3.73	-0.9	-8.32	0.270979321	-0.0506158637	0.0029041122
