"yyyymm"	"Cnsmr"	"Manuf"	"HiTec"	"Hlth"	"Other"	"b.m"	"ntis"	"infl"
200803	1.18	-0.95	0.5	-1.79	-1.73	0.2540575672	-0.0528711385	0.0086682129
200804	2.45	7.41	6.23	0.42	3.64	0.2430146964	-0.0498316683	0.0060647784
200805	2.18	3.78	5.27	1.63	-2.43	0.2465106122	-0.0463789545	0.008420886
200806	-8.53	-3.02	-9.48	-3.01	-14.83	0.2744913881	-0.0484321663	0.0100769969
200807	1.43	-8.02	-1.34	6.77	4.33	0.2738156551	-0.0479680254	0.0052510111
200808	3.63	0.52	2.77	1.79	0.3	0.2698892455	-0.0474671534	-0.0039915623
200809	-4.76	-12.8	-12.58	-5.94	-6.78	0.2871235482	-0.0503477564	-0.0013830185
200810	-14.85	-17.85	-17.78	-10.95	-20.04	0.3340993736	-0.0576771074	-0.0101013333
200811	-7.44	-3.37	-8.95	-7.35	-12.1	0.3528673559	-0.054575626	-0.0191528953
200812	2.76	-1.07	2.61	6.74	1.38	0.3549842247	-0.02479255	-0.0103424738
200901	-6.18	-5.29	-5.05	-2.2	-18.34	0.3893931402	-0.0253537369	0.0043524174
200902	-5.51	-12.7	-5.49	-9.92	-14.02	0.441103055	-0.0253285789	0.004972933
200903	8.53	5.12	10.4	7.05	12.89	0.2965282852	-0.0377904306	0.0024317485
200904	8.87	9.66	11.92	-0.95	16.36	0.2762275775	-0.0313882996	0.0024963683
200905	2.07	7.42	2.79	6.25	7.74	0.2654320479	-0.0248048848	0.0028887638
200906	0.16	-1.97	3.73	3.54	-1.92	0.2671078489	-0.0225464839	0.0085898923
200907	7.63	7.76	7.64	5.52	8.91	0.2460047909	-0.0141900247	-0.0015855869
200908	2.5	1.62	2.09	2.2	8.06	0.2375940895	-0.008173733	0.00224285
200909	3.2	5.28	5.47	2.4	3.21	0.232310024	-6.99382e-05	0.0006254807
200910	-0.29	-0.82	-1.86	-3.68	-5.23	0.2322992609	0.0031456961	0.0009631012
200911	4.83	5.36	5.28	8.23	5.76	0.2181048716	0.0074636573	0.0007077534
200912	2.43	1.98	5.97	2.45	1.23	0.2163645169	0.0105411458	-0.0017611982
201001	-1.95	-4.02	-7.63	0	-1.65	0.2241170201	0.0133567261	0.0034174736
201002	3.9	3.23	4.38	0.37	3.38	0.2185184683	0.0138605893	0.0002492074
201003	6.35	4.74	6.92	3.61	8.43	0.3818781703	0.0263355562	0.0041062835
201004	1.52	3.31	2.5	-2.22	2.15	0.3766061292	0.0266157081	0.0017368849
201005	-5.7	-8.88	-7.31	-8.01	-8.82	0.4090027948	0.0256812373	0.0007751974
201006	-6.51	-5.19	-5.77	-1.63	-7.65	0.4241765415	0.0187132161	-0.0009762671
201007	6.44	8.48	7.99	2.15	7.48	0.3961335532	0.0155053388	0.0002110431
201008	-3.34	-3.79	-5.54	-1.66	-7.55	0.4139816191	0.0111071822	0.0013806643
201009	9.87	8.83	11.41	9	8.82	0.3843057828	0.003227151	0.0005817362
201010	3.61	4.33	6.03	2	2.6	0.3728872859	0.0071324604	0.0012451989
201011	2.89	2.46	-1.06	-3.33	0.52	0.3766947543	0.0147474827	0.0004206464
201012	4.12	7.27	6.18	5.41	9.73	0.3581003169	0.0125554457	0.0017184408
201101	-1.28	4.25	3.11	-0.71	1.97	0.3486322237	0.0153074556	0.0047632301
201102	2.91	4.88	3.37	3.33	2.66	0.3390965735	0.015887735	0.004931365
201103	1.79	1.73	-0.84	2.29	-0.87	0.3542699394	0.0124454877	0.009751072
201104	4.31	2.47	3.18	6.38	1.11	0.3406968012	0.0093547343	0.0064394295
201105	0.83	-2.59	-1.16	1.96	-2.38	0.3472221891	0.0090860184	0.0047041875
201106	-0.93	-1.27	-2.12	-1.84	-2.06	0.3515700392	0.0117181387	-0.0010709671
201107	-1.38	-2.04	-1.36	-3.65	-3.76	0.359418903	0.0123685731	0.0008860457
201108	-2.91	-6.7	-6.6	-3.09	-7.59	0.3758125221	0.012766968	0.0027575889
201109	-5.14	-10	-5.11	-3.96	-10.29	0.399922847	0.0132008715	0.0015184621
201110	9.53	13.57	11.03	5.54	13.3	0.3650779046	0.007910972	-0.0020626826
201111	0.44	1.45	-1.56	1.28	-1.6	0.3623298975	-0.0043532176	-0.0008435613
201112	1.1	-0.08	-0.48	3.53	1.07	0.3572325407	-0.0065046624	-0.0024665164
201201	3.41	3.1	6.88	3.38	6.76	0.3454873026	-0.0130873525	0.0044001914
201202	3.61	4.41	6.34	1.23	3.87	0.3369739354	-0.0144834951	0.0044029736
201203	4.07	-0.67	4.25	3.96	4.76	0.3461819674	-0.0137921071	0.0075945586
201204	0.24	-0.66	-1.32	0.61	-1.69	0.3461403112	-0.0124206866	0.0030210295
201205	-3.28	-7.78	-6.46	-3.28	-7.19	0.3690473597	-0.0160792271	-0.0011734794
201206	2.01	3.23	3.76	6.8	4.75	0.3551038851	-0.0198316065	-0.0014663969
201207	1.26	2.08	0.47	1.65	-1	0.3515937051	-0.0211082586	-0.0016297859
201208	1.84	1.82	3.76	0.97	2.78	0.3493870523	-0.0205523606	0.0055651582
201209	1.71	2.44	2.3	4.71	3.79	0.3403829538	-0.0182558561	0.0044622123
201210	-0.78	-0.82	-5.4	-1.88	0.64	0.3492371221	-0.0164436715	-0.0003889251
201211	2.23	0.01	1.45	1.51	-0.02	0.3511375309	-0.0128112169	-0.0047380867
201212	-0.87	1.8	0.47	-0.53	3.42	0.3490324432	-0.0122655894	-0.0026930645
201301	5.25	6.5	3.06	8.08	6.93	0.3299840266	-0.0086792036	0.0029573042
201302	1.67	1.09	0.95	1.36	1.78	0.3254312323	-0.0095257151	0.0081900295
201303	4.78	2.88	3.38	6.52	4.02	0.3461299966	-0.0095482096	0.0026145086
201304	3.16	0.7	1.45	2.58	0.83	0.3400362539	-0.0086684082	-0.0010396395
201305	1.12	1.51	2.83	1.63	6.05	0.3338325978	-0.0046897512	0.0017804078
201306	-0.07	-1.71	-1.65	-1.36	-1.16	0.338444358	0.0001412793	0.0023997081
201307	5.1	5.4	5.47	7.88	5.43	0.3255625651	0.0083903972	0.0003939975
201308	-3.86	-2.31	-0.8	-3.81	-3.64	0.3407133274	0.0103574961	0.0012029316
201309	3.74	3.41	3.92	4.02	3.77	0.3335214846	0.0101419436	0.0011630045
201310	4.52	4.4	4.32	3.82	3.76	0.324594825	0.0096467456	-0.0025752833
201311	2.66	1.47	2.83	4.5	4.57	0.3136852784	0.0103455571	-0.0020424242
201312	1.12	2.83	4.05	0.65	3.08	0.3044081256	0.0121835026	-8.58115e-05
201401	-5.95	-4.22	-1.8	1.65	-4.43	0.3214292767	0.0137916793	0.0037202477
201402	4.92	5.11	4.69	6.47	3.45	0.3091630718	0.0166154257	0.0036979087
201403	0.69	1.42	-0.67	-2.56	2.3	0.3506160657	0.016464203	0.0064400441
201404	-0.04	3.01	-0.89	-0.3	-1.6	0.3480113191	0.0166968463	0.0032967545
201405	1.8	0.92	3.54	1.89	1.75	0.345173256	0.014026564	0.0034926098
201406	1.55	3	2.68	2.86	2.12	0.3429284585	0.0139314283	0.0018621269
201407	-3.26	-4.34	0.37	-0.33	-2.18	0.3483798518	0.0084734136	-0.000390194
201408	5.33	3.97	3.41	5.44	4.41	0.337476204	0.0067704813	-0.0016705142
201409	-1.7	-4.55	-1.41	-0.08	-1.01	0.3385761813	0.0080246546	0.0007525688
201410	2.96	0.73	1.34	5.77	3.3	0.3318083646	0.0080687855	-0.0025122778
201411	6.27	-2.03	3.98	2.67	2.73	0.323661786	0.0069258643	-0.0053994179
201412	0.08	0.36	-1.42	-0.89	1.13	0.3237556717	0.0056424574	-0.0056701009
201501	-0.75	-3.11	-3.66	1.56	-6.19	0.3361687625	0.0002129964	-0.0047058924
201502	5.57	3.84	8.37	4.31	6.89	0.318227291	-0.0037598852	0.0043430449
201503	-0.47	-1.9	-2.41	0.86	-0.78	0.3074540451	-0.0068998347	0.0059517216
201504	-1.09	1.76	1.83	-1.39	0.48	0.3063442097	-0.0070866767	0.0020328733
201505	1.13	-1.15	1.67	4.89	1.73	0.303449953	-0.0075095693	0.005097232
201506	-0.92	-3.06	-2.84	0.07	-0.32	0.3101868327	-0.0081016117	0.00350287
201507	4.2	-3.29	2.25	3.66	2.02	0.3089532648	-0.0080711484	6.70472e-05
201508	-5	-4.74	-6.43	-8.37	-6.17	0.3306709874	-0.0095360748	-0.0014162763
201509	-1.51	-3.96	-1.71	-7.28	-3.07	0.3356119548	-0.0129102113	-0.0015567566
201510	5.43	8.69	9.85	7.74	6.5	0.3094136283	-0.0162088581	-0.0004496838
201511	0.29	-0.08	0.55	0.71	1.2	0.3084291577	-0.0178103255	-0.0021106804
201512	0.13	-4.66	-2.65	0.4	-2.68	0.3136488144	-0.0216105795	-0.0034170964
201601	-3.3	-3.46	-5.03	-9.42	-8.23	0.3319106296	-0.0202629486	0.0016531022
201602	0.51	1.4	-0.52	-1.07	-0.06	0.3309018254	-0.0240243415	0.0008230765
201603	5.81	8.1	7.86	2.92	7.06	0.3279547913	-0.0229995356	0.0043060001
201604	-0.13	3.49	-3.05	3.56	2.33	0.3263208887	-0.0236402525	0.004741068
201605	0.74	-0.18	4.08	2.47	0.93	0.3260721193	-0.0270944553	0.004045791
201606	1.73	2.64	-0.91	0.13	-2.7	0.3234753617	-0.0286821972	0.0032843662
201607	2.46	1.21	6.66	6.02	3.53	0.3146611589	-0.0316685417	-0.0016181364
201608	-1	0.37	0.73	-3.22	3.38	0.3151974253	-0.0307277011	0.0009184301
201609	-1.44	1.05	2.06	0.37	-1.24	0.3167938869	-0.0326277046	0.0024039959
201610	-2.52	-2.3	-1.46	-7.43	0.61	0.3196877815	-0.0289997168	0.0012467485
201611	1.53	5.3	1.66	1.38	11.31	0.3032857864	-0.0273943973	-0.0015554609
201612	1.33	1.56	1.6	0.85	2.94	0.2934790969	-0.0248100371	0.0003273214
